date,code,close,pbMRQ,isST,ave_close,ave_pbMRQ,code_name,totalShare,marketCapitalization
2018-07-20,sh.600601,2.93,2.153265,0,2.906,2.1356274,方正科技,2194891204.0,6378353838.824
2018-07-27,sh.600601,2.98,2.19001,0,2.98,2.19001,方正科技,2194891204.0,6540775787.92
2018-08-03,sh.600601,2.8,2.057728,0,2.8840000000000003,2.1194596000000003,方正科技,2194891204.0,6330066232.336
2018-08-10,sh.600601,2.9,2.131218,0,2.8539999999999996,2.0974126,方正科技,2194891204.0,6264219496.216
2018-08-17,sh.600601,2.81,2.065077,0,2.8680000000000003,2.1077012,方正科技,2194891204.0,6294947973.0720005
2018-08-24,sh.600601,2.91,2.1385669999999997,0,2.878,2.1150502,方正科技,2194891204.0,6316896885.112
2018-08-31,sh.600601,2.82,2.1213889999999997,0,2.884,2.1695344000000003,方正科技,2194891204.0,6330066232.3359995
2018-09-07,sh.600601,2.82,2.1213889999999997,0,2.824,2.1243982000000003,方正科技,2194891204.0,6198372760.096
2018-09-14,sh.600601,2.77,2.083776,0,2.772,2.0852808,方正科技,2194891204.0,6084238417.488
2018-09-21,sh.600601,2.81,2.113867,0,2.78,2.0912988,方正科技,2194891204.0,6101797547.12
2018-07-06,sh.600770,5.81,2.204576,0,5.8599999999999985,2.2235486,综艺股份,1300000000.0,7617999999.999998
2018-07-13,sh.600770,5.88,2.231138,0,5.856,2.2220312,综艺股份,1300000000.0,7612800000.0
2018-07-20,sh.600770,6.06,2.2994380000000003,0,6.1,2.3146153999999997,综艺股份,1300000000.0,7930000000.0
2018-07-27,sh.600770,6.06,2.2994380000000003,0,6.117999999999999,2.3214454000000004,综艺股份,1300000000.0,7953399999.999999
2018-08-03,sh.600770,5.63,2.1362759999999996,0,5.79,2.1969874000000003,综艺股份,1300000000.0,7527000000.0
2018-08-10,sh.600770,5.79,2.196987,0,5.678,2.1544894,综艺股份,1300000000.0,7381400000.0
2018-08-17,sh.600770,5.58,2.1173040000000003,0,5.756,2.1840864000000004,综艺股份,1300000000.0,7482800000.0
2018-08-24,sh.600770,5.64,2.094906,0,5.7,2.1171916,综艺股份,1300000000.0,7410000000.0
2018-08-31,sh.600770,5.66,2.102334,0,5.778,2.1461636000000004,综艺股份,1300000000.0,7511399999.999999
2018-09-07,sh.600770,5.68,2.109763,0,5.718,2.1238773999999996,综艺股份,1300000000.0,7433400000.0
2018-09-14,sh.600770,5.53,2.054047,0,5.526,2.0525616,综艺股份,1300000000.0,7183800000.0
2018-09-21,sh.600770,5.56,2.065191,0,5.484,2.0369612,综艺股份,1300000000.0,7129200000.0
2018-07-06,sh.600839,2.76,0.9808469999999999,0,2.7920000000000003,0.992219,四川长虹,4616244222.0,12888553867.824001
2018-07-13,sh.600839,2.84,1.009277,0,2.83,1.0057234,四川长虹,4616244222.0,13063971148.26
2018-07-20,sh.600839,2.83,1.005723,0,2.8160000000000003,1.000748,四川长虹,4616244222.0,12999343729.152
2018-07-27,sh.600839,2.93,1.041261,0,2.918,1.0369970000000002,四川长虹,4616244222.0,13470200639.796001
2018-08-03,sh.600839,2.78,0.9879540000000001,0,2.8680000000000003,1.0192278000000001,四川长虹,4616244222.0,13239388428.696001
2018-08-10,sh.600839,2.82,1.00217,0,2.7960000000000003,0.9936405999999999,四川长虹,4616244222.0,12907018844.712002
2018-08-17,sh.600839,2.7,0.9595239999999999,0,2.778,0.9872436,四川长虹,4616244222.0,12823926448.716
2018-08-24,sh.600839,2.74,0.968967,0,2.7439999999999998,0.9742064,四川长虹,4616244222.0,12666974145.168
2018-08-31,sh.600839,2.72,0.961894,0,2.752,0.9732104,四川长虹,4616244222.0,12703904098.943998
2018-09-07,sh.600839,2.7,0.9548209999999999,0,2.71,0.9583578,四川长虹,4616244222.0,12510021841.619999
2018-09-14,sh.600839,2.69,0.951285,0,2.68,0.9477485999999999,四川长虹,4616244222.0,12371534514.960001
2018-09-21,sh.600839,2.73,0.9654309999999999,0,2.682,0.948456,四川长虹,4616244222.0,12380767003.404
2018-07-06,sh.600880,3.65,1.09275,0,3.844,1.1508302,博瑞传播,1093332092.0,4202768561.648
2018-07-13,sh.600880,3.69,1.104725,0,3.66,1.0957436000000003,博瑞传播,1093332092.0,4001595456.7200003
2018-07-20,sh.600880,3.69,1.104725,0,3.704,1.1089163999999998,博瑞传播,1093332092.0,4049702068.768
2018-07-27,sh.600880,3.94,1.179571,0,3.8680000000000003,1.1580152,博瑞传播,1093332092.0,4229008531.8560004
2018-08-03,sh.600880,3.67,1.098737,0,3.766,1.127478,博瑞传播,1093332092.0,4117488658.472
2018-08-10,sh.600880,3.85,1.152626,0,3.7319999999999998,1.1172992,博瑞传播,1093332092.0,4080315367.344
2018-08-17,sh.600880,3.65,1.09275,0,3.756,1.1244843999999998,博瑞传播,1093332092.0,4106555337.5519996
2018-08-24,sh.600880,3.73,1.117773,0,3.716,1.1129376,博瑞传播,1093332092.0,4062822053.872
2018-08-31,sh.600880,3.62,1.084809,0,3.7239999999999998,1.1159751999999998,博瑞传播,1093332092.0,4071568710.608
2018-09-07,sh.600880,3.65,1.0938,0,3.6279999999999992,1.0872069999999998,博瑞传播,1093332092.0,3966608829.775999
2018-09-14,sh.600880,3.77,1.12976,0,3.7,1.108783,博瑞传播,1093332092.0,4045328740.4
2018-09-21,sh.600880,3.89,1.165721,0,3.766,1.1285614,博瑞传播,1093332092.0,4117488658.472
2018-07-06,sh.601999,5.59,1.482574,0,5.58,1.4799218,出版传媒,550914700.0,3074104026.0
2018-07-13,sh.601999,5.4,1.432183,0,5.472,1.4512783999999999,出版传媒,550914700.0,3014605238.4
2018-07-20,sh.601999,5.45,1.445444,0,5.4220000000000015,1.4380176000000002,出版传媒,550914700.0,2987059503.400001
2018-07-27,sh.601999,5.62,1.490531,0,5.593999999999999,1.4836352,出版传媒,550914700.0,3081816831.7999997
2018-08-03,sh.601999,5.21,1.381791,0,5.408,1.4343043999999998,出版传媒,550914700.0,2979346697.6000004
2018-08-10,sh.601999,5.38,1.426878,0,5.287999999999999,1.4024780000000001,出版传媒,550914700.0,2913236933.5999994
2018-08-17,sh.601999,5.14,1.363226,0,5.324,1.412026,出版传媒,550914700.0,2933069862.7999997
2018-08-24,sh.601999,5.24,1.389748,0,5.234,1.3881566,出版传媒,550914700.0,2883487539.8
2018-08-31,sh.601999,5.19,1.379039,0,5.282,1.4034844,出版传媒,550914700.0,2909931445.4
2018-09-07,sh.601999,5.32,1.413581,0,5.266,1.3992327999999998,出版传媒,550914700.0,2901116810.2
2018-09-14,sh.601999,5.21,1.3843530000000002,0,5.254,1.3960443999999999,出版传媒,550914700.0,2894505833.7999997
2018-09-21,sh.601999,5.3,1.408267,0,5.232,1.3901987999999998,出版传媒,550914700.0,2882385710.4
2018-10-08,sz.000021,5.95,1.4903629999999999,0,6.0920000000000005,1.5259312,深科技,1471259363.0,8962912039.396
2018-10-15,sz.000021,5.03,1.2599200000000002,0,5.4620000000000015,1.3681282,深科技,1471259363.0,8036018640.706002
2018-10-22,sz.000021,5.32,1.33256,0,5.052,1.2654308,深科技,1471259363.0,7432802301.875999
2018-10-29,sz.000021,5.15,1.289978,0,5.184,1.2984943999999998,深科技,1471259363.0,7627008537.792
2018-11-05,sz.000021,5.69,1.35455,0,5.502000000000002,1.3228142,深科技,1471259363.0,8094869015.226003
2018-11-12,sz.000021,5.99,1.425967,0,5.773999999999999,1.3745464,深科技,1471259363.0,8495051561.961999
2018-11-19,sz.000021,6.46,1.537854,0,6.2200000000000015,1.4807202000000002,深科技,1471259363.0,9151233237.860003
2018-11-26,sz.000021,6.18,1.471198,0,6.117999999999999,1.4564386,深科技,1471259363.0,9001164782.834
2018-12-03,sz.000021,6.29,1.497384,0,6.136,1.4607233999999998,深科技,1471259363.0,9027647451.368
2018-12-10,sz.000021,6.1,1.452153,0,6.17,1.4688173999999998,深科技,1471259363.0,9077670269.71
2018-12-17,sz.000021,6.06,1.442631,0,6.09,1.4497728000000003,深科技,1471259363.0,8959969520.67
2018-12-24,sz.000021,5.98,1.423586,0,5.933999999999998,1.4126358,深科技,1471259363.0,8730453060.041998
2018-10-08,sz.000063,16.81,3.1970959999999997,0,18.227999999999998,3.4667856,中兴通讯,4192671843.0,76424022354.204
2018-10-15,sz.000063,15.97,3.0373360000000003,0,16.078,3.0578768000000003,中兴通讯,4192671843.0,67409777891.754
2018-10-22,sz.000063,17.79,3.383482,0,16.387999999999998,3.1168356000000004,中兴通讯,4192671843.0,68709506163.08399
2018-10-29,sz.000063,17.45,3.220153,0,17.354,3.2613198,中兴通讯,4192671843.0,72759627163.422
2018-11-05,sz.000063,18.23,3.364091,0,17.518,3.2327014,中兴通讯,4192671843.0,73447225345.674
2018-11-12,sz.000063,20.2,3.7276269999999996,0,19.618,3.620227,中兴通讯,4192671843.0,82251836215.974
2018-11-19,sz.000063,21.73,4.009967,0,20.778000000000002,3.8342888,中兴通讯,4192671843.0,87115335553.854
2018-11-26,sz.000063,20.43,3.7700699999999996,0,20.394000000000002,3.7634269999999996,中兴通讯,4192671843.0,85505349566.14201
2018-12-03,sz.000063,21.44,3.9564519999999996,0,20.47,3.777452,中兴通讯,4192671843.0,85823992626.20999
2018-12-10,sz.000063,20.04,3.6981010000000003,0,20.456,3.7748684,中兴通讯,4192671843.0,85765295220.408
2018-12-17,sz.000063,19.25,3.552318,0,19.888,3.6700518,中兴通讯,4192671843.0,83383857613.584
2018-12-24,sz.000063,20.26,3.738699,0,19.396,3.5792604000000003,中兴通讯,4192671843.0,81321063066.828
2018-10-08,sz.000066,6.28,2.961718,0,6.531999999999999,3.0805638,中国长城,2936165560.0,19179033437.92
2018-10-15,sz.000066,5.03,2.372204,0,5.558000000000002,2.6212146,中国长城,2936165560.0,16319208182.480005
2018-10-22,sz.000066,5.34,2.5184029999999997,0,5.0520000000000005,2.3825794,中国长城,2936165560.0,14833508409.12
2018-10-29,sz.000066,5.05,2.381636,0,5.1339999999999995,2.4212514,中国长城,2936165560.0,15074273985.039999
2018-11-05,sz.000066,5.39,2.6200959999999998,0,5.202000000000001,2.5139843999999996,中国长城,2936165560.0,15273933243.120003
2018-11-12,sz.000066,5.44,2.644401,0,5.34,2.5957904000000003,中国长城,2936165560.0,15679124090.4
2018-11-19,sz.000066,5.66,2.751343,0,5.608,2.726066,中国长城,2936165560.0,16466016460.48
2018-11-26,sz.000066,5.25,2.552041,0,5.386,2.6181512000000002,中国长城,2936165560.0,15814187706.16
2018-12-03,sz.000066,5.54,2.6930110000000003,0,5.377999999999999,2.6142622,中国长城,2936165560.0,15790698381.679998
2018-12-10,sz.000066,5.29,2.571485,0,5.433999999999998,2.6414842,中国长城,2936165560.0,15955123653.039995
2018-12-17,sz.000066,5.1,2.479126,0,5.2139999999999995,2.5345414,中国长城,2936165560.0,15309167229.839998
2018-12-24,sz.000066,5.02,2.4402369999999998,0,5.040000000000001,2.4499593999999996,中国长城,2936165560.0,14798274422.400003
2018-10-08,sz.000100,2.74,1.254342,0,2.7920000000000003,1.2781468,TCL科技,13549648507.0,37830618631.54401
2018-10-15,sz.000100,2.43,1.112427,0,2.572,1.177433,TCL科技,13549648507.0,34849695960.004
2018-10-22,sz.000100,2.51,1.14905,0,2.406,1.1014398,TCL科技,13549648507.0,32600454307.842003
2018-10-29,sz.000100,2.41,1.103271,0,2.442,1.1179206000000002,TCL科技,13549648507.0,33088241654.094
2018-11-05,sz.000100,2.52,1.142307,0,2.488,1.1278013999999998,TCL科技,13549648507.0,33711525485.416
2018-11-12,sz.000100,2.52,1.142307,0,2.504,1.1350542,TCL科技,13549648507.0,33928319861.528
2018-11-19,sz.000100,2.6,1.1785709999999998,0,2.596,1.1767578,TCL科技,13549648507.0,35174887524.172005
2018-11-26,sz.000100,2.45,1.110576,0,2.516,1.1404938,TCL科技,13549648507.0,34090915643.612
2018-12-03,sz.000100,2.54,1.151373,0,2.486,1.1268948,TCL科技,13549648507.0,33684426188.402004
2018-12-10,sz.000100,2.41,1.092444,0,2.506,1.1359608,TCL科技,13549648507.0,33955419158.541996
2018-12-17,sz.000100,2.45,1.110576,0,2.438,1.1051364,TCL科技,13549648507.0,33034043060.066
2018-12-24,sz.000100,2.4,1.087911,0,2.412,1.0933506000000002,TCL科技,13549648507.0,32681752198.884
2018-10-08,sz.000503,18.07,12.315073,0,19.829999999999995,13.5145492,国新健康,898822204.0,17823644305.319996
2018-10-15,sz.000503,13.21,9.002884,0,16.026,10.922045599999999,国新健康,898822204.0,14404524641.303999
2018-10-22,sz.000503,14.99,10.21599,0,14.004000000000001,9.5440114,国新健康,898822204.0,12587106144.816002
2018-10-29,sz.000503,13.98,9.527655000000001,0,14.31,9.7525568,国新健康,898822204.0,12862145739.24
2018-11-05,sz.000503,14.86,10.227098,0,14.665999999999999,10.074673800000001,国新健康,898822204.0,13182126443.863998
2018-11-12,sz.000503,15.52,10.68133,0,14.696000000000002,10.114228599999999,国新健康,898822204.0,13209091109.984001
2018-11-19,sz.000503,17.36,11.947673,0,16.422,11.302113400000001,国新健康,898822204.0,14760458234.088001
2018-11-26,sz.000503,17.8,12.250494999999999,0,18.022000000000002,12.4032816,国新健康,898822204.0,16198573760.488
2018-12-03,sz.000503,18.53,12.752902,0,18.798,12.9373482,国新健康,898822204.0,16896059790.791998
2018-12-10,sz.000503,18.91,13.01443,0,18.584,12.7900668,国新健康,898822204.0,16703711839.136
2018-12-17,sz.000503,18.14,12.484492999999999,0,18.662,12.843748800000002,国新健康,898822204.0,16773819971.047998
2018-12-24,sz.000503,16.99,11.693028,0,17.47,12.0233788,国新健康,898822204.0,15702423903.88
2018-10-08,sz.000586,8.33,6.925207,0,9.508,7.9045461999999995,汇源通信,193440000.0,1839227519.9999998
2018-10-15,sz.000586,7.45,6.193613,0,7.902000000000001,6.569386400000001,汇源通信,193440000.0,1528562880.0000002
2018-10-22,sz.000586,7.44,6.185299,0,7.068,5.876034,汇源通信,193440000.0,1367233920.0
2018-10-29,sz.000586,7.25,6.027341000000001,0,7.7139999999999995,6.413091199999998,汇源通信,193440000.0,1492196160.0
2018-11-05,sz.000586,8.28,6.803367999999999,0,7.886,6.479633,汇源通信,193440000.0,1525467840.0
2018-11-12,sz.000586,9.38,7.707197,0,8.514,6.9956369999999986,汇源通信,193440000.0,1646948159.9999998
2018-11-19,sz.000586,9.17,7.534648,0,9.402,7.725273599999999,汇源通信,193440000.0,1818722879.9999998
2018-11-26,sz.000586,8.88,7.296366,0,8.738000000000001,7.1796896000000014,汇源通信,193440000.0,1690278720.0000002
2018-12-03,sz.000586,8.95,7.3538820000000005,0,8.868,7.2865056,汇源通信,193440000.0,1715425920.0
2018-12-10,sz.000586,8.25,6.778718,0,8.394,6.897037599999999,汇源通信,193440000.0,1623735360.0
2018-12-17,sz.000586,7.67,6.302154,0,7.99,6.565085999999999,汇源通信,193440000.0,1545585600.0
2018-12-24,sz.000586,8.38,6.885534,0,7.9380000000000015,6.522359,汇源通信,193440000.0,1535526720.0000002
2018-10-08,sz.000733,12.73,1.401058,0,13.407999999999998,1.4756778,振华科技,469342218.0,6292940458.943999
2018-10-15,sz.000733,11.49,1.264584,0,11.984000000000002,1.3189532,振华科技,469342218.0,5624597140.512001
2018-10-22,sz.000733,12.08,1.3295190000000001,0,11.418,1.2566594000000002,振华科技,469342218.0,5358949445.124
2018-10-29,sz.000733,11.4,1.241433,0,11.592,1.273161,振华科技,469342218.0,5440614991.056001
2018-11-05,sz.000733,12.0,1.306772,0,11.808,1.2858634000000002,振华科技,469342218.0,5541992910.144
2018-11-12,sz.000733,12.0,1.306772,0,11.86,1.291526,振华科技,469342218.0,5566398705.48
2018-11-19,sz.000733,12.46,1.356865,0,12.264000000000001,1.3355207999999998,振华科技,469342218.0,5756012961.552001
2018-11-26,sz.000733,11.32,1.232721,0,11.820000000000002,1.28717,振华科技,469342218.0,5547625016.760001
2018-12-03,sz.000733,11.95,1.3013270000000001,0,11.592,1.2623415999999998,振华科技,469342218.0,5440614991.056001
2018-12-10,sz.000733,12.06,1.3133059999999999,0,12.042000000000002,1.3113456,振华科技,469342218.0,5651818989.156001
2018-12-17,sz.000733,12.13,1.320929,0,12.044,1.3115636,振华科技,469342218.0,5652757673.592
2018-12-24,sz.000733,11.45,1.2468780000000002,0,11.594000000000001,1.2625592,振华科技,469342218.0,5441553675.492001
2018-10-08,sz.000793,3.3,0.672079,0,3.52,0.7168846,华闻集团,2001294740.0,7044557484.8
2018-10-15,sz.000793,2.69,0.547846,0,2.99,0.6089444,华闻集团,2001294740.0,5983871272.6
2018-10-22,sz.000793,2.81,0.572286,0,2.7119999999999997,0.5523271999999999,华闻集团,2001294740.0,5427511334.879999
2018-10-29,sz.000793,2.71,0.555588,0,2.742,0.5591704000000001,华闻集团,2001294740.0,5487550177.08
2018-11-05,sz.000793,2.98,0.610942,0,2.8260000000000005,0.5793695999999999,华闻集团,2001294740.0,5655658935.240001
2018-11-12,sz.000793,3.29,0.674496,0,3.228,0.6617850000000001,华闻集团,2001294740.0,6460179420.72
2018-11-19,sz.000793,3.77,0.772903,0,3.596,0.7372302,华闻集团,2001294740.0,7196655885.04
2018-11-26,sz.000793,3.56,0.7283729999999999,0,3.716,0.7615366000000001,华闻集团,2001294740.0,7436811253.84
2018-12-03,sz.000793,3.55,0.7263270000000001,0,3.592,0.7349201999999999,华闻集团,2001294740.0,7188650706.08
2018-12-10,sz.000793,3.34,0.683361,0,3.494,0.7148694000000001,华闻集团,2001294740.0,6992523821.56
2018-12-17,sz.000793,3.19,0.652671,0,3.3,0.675177,华闻集团,2001294740.0,6604272642.0
2018-12-24,sz.000793,3.12,0.6383489999999999,0,3.176,0.6498066,华闻集团,2001294740.0,6356112094.240001
2018-10-08,sz.000836,4.32,2.9538729999999997,0,4.4239999999999995,3.0249848,富通鑫茂,1208455224.0,5346205910.976
2018-10-15,sz.000836,3.79,2.5914759999999997,0,4.053999999999999,2.7719910000000003,富通鑫茂,1208455224.0,4899077478.096
2018-10-22,sz.000836,3.62,2.475236,0,3.61,2.4683984000000003,富通鑫茂,1208455224.0,4362523358.639999
2018-10-29,sz.000836,3.46,2.3658330000000003,0,3.5,2.393184,富通鑫茂,1208455224.0,4229593284.0
2018-11-05,sz.000836,3.67,3.327186,0,3.594,3.1000810000000003,富通鑫茂,1208455224.0,4343188075.056
2018-11-12,sz.000836,3.85,3.4903730000000004,0,3.75,3.3997136,富通鑫茂,1208455224.0,4531707090.0
2018-11-19,sz.000836,4.55,4.124986,0,4.2139999999999995,3.8203716,富通鑫茂,1208455224.0,5092430313.936
2018-11-26,sz.000836,4.09,3.707954,0,4.154,3.765976,富通鑫茂,1208455224.0,5019923000.496
2018-12-03,sz.000836,4.3,3.898338,0,4.224,3.8294376000000003,富通鑫茂,1208455224.0,5104514866.176001
2018-12-10,sz.000836,4.12,3.735152,0,4.184,3.793174,富通鑫茂,1208455224.0,5056176657.216001
2018-12-17,sz.000836,3.91,3.544768,0,4.096,3.713394,富通鑫茂,1208455224.0,4949832597.504
2018-12-24,sz.000836,3.89,3.526636,0,3.8139999999999996,3.4577354,富通鑫茂,1208455224.0,4609048224.3359995
2018-10-08,sz.000917,5.05,0.719847,0,5.218,0.7437940000000001,电广传媒,1417556338.0,7396808971.684
2018-10-15,sz.000917,4.02,0.5730270000000001,0,4.586,0.6537062,电广传媒,1417556338.0,6500913366.068001
2018-10-22,sz.000917,4.08,0.581579,0,3.94,0.561623,电广传媒,1417556338.0,5585171971.72
2018-10-29,sz.000917,4.08,0.581579,0,4.078,0.5812942000000001,电广传媒,1417556338.0,5780794746.364
2018-11-05,sz.000917,4.77,0.687643,0,4.3260000000000005,0.6223044,电广传媒,1417556338.0,6132348718.188001
2018-11-12,sz.000917,5.49,0.791438,0,5.104000000000001,0.7357924,电广传媒,1417556338.0,7235207549.152001
2018-11-19,sz.000917,6.91,0.9961450000000001,0,6.122000000000001,0.8825472,电广传媒,1417556338.0,8678279901.236002
2018-11-26,sz.000917,7.18,1.035068,0,6.76,0.9745212,电广传媒,1417556338.0,9582680844.88
2018-12-03,sz.000917,6.3,0.908208,0,6.63,0.9557808000000001,电广传媒,1417556338.0,9398398520.94
2018-12-10,sz.000917,6.9,0.994704,0,6.763999999999999,0.9750979999999999,电广传媒,1417556338.0,9588351070.231998
2018-12-17,sz.000917,6.34,0.913974,0,6.481999999999998,0.9344450000000001,电广传媒,1417556338.0,9188600182.915998
2018-12-24,sz.000917,6.31,0.9096489999999999,0,6.401999999999999,0.9229120000000001,电广传媒,1417556338.0,9075195675.876
2018-10-08,sz.000938,39.31,2.23789,0,41.81,2.3802136000000003,紫光股份,1459224426.0,61010173251.060005
2018-10-15,sz.000938,34.41,1.958937,0,36.97,2.104676,紫光股份,1459224426.0,53947527029.22
2018-10-22,sz.000938,33.45,1.9042849999999998,0,33.238,1.8922158,紫光股份,1459224426.0,48501701471.388
2018-10-29,sz.000938,33.97,1.933888,0,33.748000000000005,1.9212498,紫光股份,1459224426.0,49245905928.64801
2018-11-05,sz.000938,35.83,2.008007,0,34.43399999999999,1.9355634,紫光股份,1459224426.0,50246933884.88399
2018-11-12,sz.000938,36.66,2.054523,0,36.19,2.0281828,紫光股份,1459224426.0,52809331976.939995
2018-11-19,sz.000938,37.79,2.117851,0,37.556,2.1047368,紫光股份,1459224426.0,54802632542.855995
2018-11-26,sz.000938,34.58,1.9379540000000002,0,35.98199999999999,2.0165256,紫光股份,1459224426.0,52505813296.331985
2018-12-03,sz.000938,36.58,2.050039,0,35.428000000000004,1.9854782,紫光股份,1459224426.0,51697402964.328
2018-12-10,sz.000938,34.35,1.9250639999999999,0,35.22799999999999,1.9742693999999998,紫光股份,1459224426.0,51405558079.12798
2018-12-17,sz.000938,33.31,1.8667799999999999,0,34.118,1.9120624,紫光股份,1459224426.0,49785818966.268005
2018-12-24,sz.000938,32.28,1.8090560000000002,0,32.34,1.8124186,紫光股份,1459224426.0,47191317936.840004
2018-10-08,sz.002073,5.37,1.0788659999999999,0,5.450000000000001,1.0949380000000002,软控股份,933986674.0,5090227373.300001
2018-10-15,sz.002073,4.64,0.932204,0,4.972,0.998905,软控股份,933986674.0,4643781743.128
2018-10-22,sz.002073,4.69,0.94225,0,4.53,0.9101046,软控股份,933986674.0,4230959633.2200003
2018-10-29,sz.002073,4.59,0.9189290000000001,0,4.5939999999999985,0.9223165999999999,软控股份,933986674.0,4290734780.3559985
2018-11-05,sz.002073,4.91,0.982994,0,4.803999999999999,0.9617724,软控股份,933986674.0,4486871981.895999
2018-11-12,sz.002073,5.05,1.0110219999999999,0,4.888,0.9785896,软控股份,933986674.0,4565326862.512
2018-11-19,sz.002073,5.38,1.077089,0,5.257999999999999,1.0526643999999998,软控股份,933986674.0,4910901931.891999
2018-11-26,sz.002073,4.98,0.997008,0,5.104000000000001,1.0218332,软控股份,933986674.0,4767067984.096001
2018-12-03,sz.002073,5.11,1.023034,0,5.018,1.0046156,软控股份,933986674.0,4686745130.132
2018-12-10,sz.002073,4.86,0.972984,0,5.048,1.0106218,软控股份,933986674.0,4714764730.352
2018-12-17,sz.002073,4.75,0.9509610000000001,0,4.856,0.972183,软控股份,933986674.0,4535439288.944
2018-12-24,sz.002073,4.65,0.930941,0,4.62,0.9249350000000001,软控股份,933986674.0,4315018433.88
2018-10-08,sz.002093,7.29,2.323369,0,7.414,2.3628886,国脉科技,1007500000.0,7469605000.0
2018-10-15,sz.002093,6.24,1.9887279999999998,0,6.756,2.1531802000000004,国脉科技,1007500000.0,6806670000.0
2018-10-22,sz.002093,6.31,2.011037,0,6.022,1.9192496,国脉科技,1007500000.0,6067165000.0
2018-10-29,sz.002093,6.06,1.924782,0,6.104,1.9427412,国脉科技,1007500000.0,6149780000.0
2018-11-05,sz.002093,6.43,2.0423009999999997,0,6.276,1.9933878,国脉科技,1007500000.0,6323070000.0
2018-11-12,sz.002093,6.73,2.137588,0,6.494,2.0626290000000003,国脉科技,1007500000.0,6542705000.0
2018-11-19,sz.002093,6.89,2.1884069999999998,0,6.8420000000000005,2.173161,国脉科技,1007500000.0,6893315000.000001
2018-11-26,sz.002093,6.47,2.055006,0,6.603999999999999,2.0975674,国脉科技,1007500000.0,6653529999.999999
2018-12-03,sz.002093,6.9,2.191583,0,6.7860000000000005,2.1553744,国脉科技,1007500000.0,6836895000.000001
2018-12-10,sz.002093,7.04,2.23605,0,6.914,2.1960298000000003,国脉科技,1007500000.0,6965855000.0
2018-12-17,sz.002093,7.02,2.229698,0,7.166,2.2760701999999995,国脉科技,1007500000.0,7219745000.0
2018-12-24,sz.002093,7.37,2.340865,0,7.089999999999999,2.2519310000000003,国脉科技,1007500000.0,7143174999.999999
2018-10-08,sz.002115,8.37,2.133874,0,8.794,2.2419703999999996,三维通信,553925798.0,4871223467.612
2018-10-15,sz.002115,7.61,1.940118,0,7.822,1.9941656,三维通信,553925798.0,4332807591.956
2018-10-22,sz.002115,8.23,2.096794,0,7.75,1.9745023999999998,三维通信,553925798.0,4292924934.5
2018-10-29,sz.002115,8.14,2.073865,0,8.05,2.0509354,三维通信,553925798.0,4459102673.900001
2018-11-05,sz.002115,8.47,2.058062,0,8.308,2.0378728,三维通信,553925798.0,4602015529.783999
2018-11-12,sz.002115,9.04,2.1965619999999997,0,8.872,2.1557412,三维通信,553925798.0,4914429679.856
2018-11-19,sz.002115,9.03,2.1941319999999997,0,9.078,2.2057956,三维通信,553925798.0,5028538394.2439995
2018-11-26,sz.002115,8.85,2.1503959999999998,0,8.882,2.1581712000000004,三维通信,553925798.0,4919968937.8359995
2018-12-03,sz.002115,9.29,2.257308,0,9.132,2.2189166,三维通信,553925798.0,5058450387.3359995
2018-12-10,sz.002115,8.99,2.184413,0,9.186,2.2320375999999995,三维通信,553925798.0,5088362380.4279995
2018-12-17,sz.002115,9.46,2.2986150000000003,0,9.434,2.2922972,三维通信,553925798.0,5225735978.332
2018-12-24,sz.002115,9.8,2.3812290000000003,0,9.533999999999999,2.3165958,三维通信,553925798.0,5281128558.131999
2018-10-08,sz.002148,5.32,2.519171,0,5.5379999999999985,2.6224,北纬科技,567010567.0,3140104520.045999
2018-10-15,sz.002148,4.68,2.216113,0,4.996,2.3657476,北纬科技,567010567.0,2832784792.7320004
2018-10-22,sz.002148,4.87,2.306083,0,4.638,2.1962242000000005,北纬科技,567010567.0,2629795009.746
2018-10-29,sz.002148,4.7,2.296766,0,4.726,2.2521313999999997,北纬科技,567010567.0,2679691939.642
2018-11-05,sz.002148,5.25,2.5655360000000003,0,5.0120000000000005,2.449232,北纬科技,567010567.0,2841856961.8040004
2018-11-12,sz.002148,6.06,2.961362,0,5.524,2.6994328,北纬科技,567010567.0,3132166372.108
2018-11-19,sz.002148,6.45,3.151945,0,6.5840000000000005,3.2174272000000004,北纬科技,567010567.0,3733197573.1280003
2018-11-26,sz.002148,5.73,2.8001,0,5.91,2.8880608000000003,北纬科技,567010567.0,3351032450.9700003
2018-12-03,sz.002148,5.88,2.873401,0,5.8740000000000006,2.8704686,北纬科技,567010567.0,3330620070.558
2018-12-10,sz.002148,5.95,2.907608,0,5.898,2.8821967999999996,北纬科技,567010567.0,3344228324.166
2018-12-17,sz.002148,5.8,2.834307,0,5.877999999999999,2.8724234,北纬科技,567010567.0,3332888112.8259997
2018-12-24,sz.002148,6.28,3.06887,0,5.978,2.9212906000000003,北纬科技,567010567.0,3389589169.526
2018-10-08,sz.002151,23.86,2.823807,0,24.498,2.8993134,北斗星通,513240215.0,12573358787.07
2018-10-15,sz.002151,20.35,2.408402,0,22.116000000000003,2.6174062,北斗星通,513240215.0,11350820594.940002
2018-10-22,sz.002151,20.9,2.473494,0,20.234,2.3946732,北斗星通,513240215.0,10384902510.310001
