date,code,close,pbMRQ,isST,ave_close,ave_pbMRQ,code_name
2019-07-24,sz.000063,32.7100,5.781372,0,31.628000000000004,5.5901324,中兴通讯
2019-07-31,sz.000063,32.9200,5.818488,0,33.227999999999994,5.8729262,中兴通讯
2019-08-07,sz.000063,30.1700,5.363692,0,31.186,5.5245812,中兴通讯
2019-08-14,sz.000063,28.6700,5.097019,0,28.776,5.115863599999999,中兴通讯
2019-08-21,sz.000063,30.1300,5.356581,0,29.297999999999995,5.208665999999999,中兴通讯
2019-08-28,sz.000063,29.7900,5.123581,0,29.456,5.2022448,中兴通讯
2019-09-04,sz.000063,29.6000,5.090903,0,29.356,5.048937199999999,中兴通讯
2019-09-11,sz.000063,35.4600,6.098764,0,34.674,5.9635798,中兴通讯
2019-09-19,sz.000063,35.0000,6.019649,0,34.89,6.0007298,中兴通讯
2019-09-26,sz.000063,32.6100,5.608593,0,33.822,5.8170446,中兴通讯
2019-10-10,sz.000063,32.8700,5.664988,0,32.408,5.5784708,中兴通讯
2019-10-17,sz.000063,32.1600,5.542623,0,32.416,5.586743199999999,中兴通讯
2019-10-24,sz.000063,32.2000,5.549517,0,32.238,5.5560659999999995,中兴通讯
2019-10-31,sz.000063,33.4000,5.083435,0,33.472,5.3643172,中兴通讯
2019-11-07,sz.000063,33.3300,5.072781,0,33.854,5.152533,中兴通讯
2019-11-14,sz.000063,32.7700,4.987550,0,32.608000000000004,4.962893599999999,中兴通讯
2019-11-21,sz.000063,31.0900,4.731856,0,31.407999999999998,4.7802554,中兴通讯
2019-11-28,sz.000063,30.6500,4.664889,0,30.524,4.6457118,中兴通讯
2019-12-05,sz.000063,31.9500,4.863951,0,31.016,4.7210694,中兴通讯
2019-12-12,sz.000063,32.8500,5.000963,0,32.058,4.880392,中兴通讯
2019-12-19,sz.000063,34.4900,5.250631,0,33.816,5.1480236,中兴通讯
2019-12-26,sz.000063,33.9000,5.160811,0,33.28,5.066424799999999,中兴通讯
2020-01-03,sz.000063,36.5500,5.564796,0,35.076,5.3403,中兴通讯
2020-01-10,sz.000063,37.3600,5.688256,0,36.67800000000001,5.5844178,中兴通讯
2020-01-17,sz.000063,38.8400,5.913593,0,37.568,5.7199246,中兴通讯
2020-02-03,sz.000063,35.9100,5.961010,0,38.88,6.0183886,中兴通讯
2020-02-10,sz.000063,40.1200,6.659864,0,38.968,6.468633200000001,中兴通讯
2020-02-17,sz.000063,43.1200,7.157859,0,40.49,6.721283199999999,中兴通讯
2020-02-24,sz.000063,50.1100,8.318190,0,45.492000000000004,7.546628200000001,中兴通讯
2020-03-02,sz.000063,54.6000,9.063523,0,52.428,8.702974600000001,中兴通讯
2020-03-09,sz.000063,51.0100,8.472874,0,51.616,8.572435,中兴通讯
2020-03-16,sz.000063,45.7100,7.592533,0,50.912,8.4565964,中兴通讯
2020-03-23,sz.000063,40.8300,6.781954,0,41.022000000000006,6.8138454,中兴通讯
2020-03-30,sz.000063,42.7400,6.837966,0,43.326,7.1442964,中兴通讯
2020-04-07,sz.000063,41.7000,6.671577,0,41.92999999999999,6.708374599999999,中兴通讯
2020-04-14,sz.000063,39.5300,6.324399,0,39.914,6.385834999999999,中兴通讯
2020-04-21,sz.000063,40.3800,6.460390,0,39.95399999999999,6.3922343999999995,中兴通讯
2020-04-28,sz.000063,39.1600,4.376635,0,39.486,5.5649224,中兴通讯
2018-04-10,sz.000066,8.2500,3.573791,0,8.41,3.643101,中国长城
2018-04-17,sz.000066,8.7800,3.803380,0,8.67,3.7557294,中国长城
2018-04-24,sz.000066,9.2000,3.985319,0,9.357999999999999,4.0537624,中国长城
2018-05-03,sz.000066,8.8000,3.971383,0,8.978,3.952597,中国长城
2018-05-10,sz.000066,8.8000,3.971383,0,8.87,4.002974,中国长城
2018-05-17,sz.000066,8.3100,3.750250,0,8.27,3.7321980000000003,中国长城
2018-05-24,sz.000066,8.5800,3.872099,0,8.51,3.8405084,中国长城
2018-05-31,sz.000066,7.9000,3.565219,0,8.104,3.6572831999999997,中国长城
2018-06-07,sz.000066,7.8200,3.529116,0,7.808000000000002,3.5237004,中国长城
2018-06-14,sz.000066,7.3800,3.330547,0,7.508000000000001,3.388312,中国长城
2018-06-22,sz.000066,6.3700,2.874740,0,6.656000000000001,3.00381,中国长城
2018-06-29,sz.000066,7.1100,3.208697,0,6.710000000000001,3.0281800000000003,中国长城
2018-07-06,sz.000066,6.9600,3.141003,0,6.904000000000001,3.1157307999999997,中国长城
2018-07-13,sz.000066,6.9800,3.150029,0,7.016,3.1662754,中国长城
2018-07-20,sz.000066,7.4100,3.344085,0,7.316,3.3016638,中国长城
2018-07-27,sz.000066,7.4300,3.353111,0,7.534000000000001,3.4000456,中国长城
2018-08-03,sz.000066,6.8500,3.091361,0,7.144000000000001,3.2240413999999995,中国长城
2018-08-10,sz.000066,7.4700,3.362113,0,7.116,3.2078164,中国长城
2018-08-17,sz.000066,7.4400,3.348610,0,7.49,3.371114,中国长城
2018-08-24,sz.000066,6.7900,3.056057,0,7.124,3.2063842,中国长城
2018-08-31,sz.000066,6.4400,3.037175,0,6.714,3.0495798,中国长城
2018-09-07,sz.000066,6.5100,3.070188,0,6.656000000000001,3.1390436,中国长城
2018-09-14,sz.000066,6.4000,3.018311,0,6.42,3.027743,中国长城
2018-09-21,sz.000066,6.6700,3.145646,0,6.5200000000000005,3.0749041999999998,中国长城
2018-10-08,sz.000066,6.2800,2.961718,0,6.531999999999999,3.0805637999999997,中国长城
2018-10-15,sz.000066,5.0300,2.372204,0,5.558000000000001,2.6212145999999996,中国长城
2018-10-22,sz.000066,5.3400,2.518403,0,5.0520000000000005,2.3825794,中国长城
2018-10-29,sz.000066,5.0500,2.381636,0,5.134,2.4212514,中国长城
2018-11-05,sz.000066,5.3900,2.620096,0,5.202,2.5139844,中国长城
2018-11-12,sz.000066,5.4400,2.644401,0,5.34,2.5957904000000003,中国长城
2018-11-19,sz.000066,5.6600,2.751343,0,5.608,2.726066,中国长城
2018-11-26,sz.000066,5.2500,2.552041,0,5.386,2.6181512,中国长城
2018-12-03,sz.000066,5.5400,2.693011,0,5.378,2.6142621999999998,中国长城
2018-12-10,sz.000066,5.2900,2.571485,0,5.433999999999999,2.6414842,中国长城
2018-12-17,sz.000066,5.1000,2.479126,0,5.214,2.5345413999999997,中国长城
2018-12-24,sz.000066,5.0200,2.440237,0,5.040000000000001,2.4499594,中国长城
2019-01-02,sz.000066,4.7100,2.289546,0,4.808,2.3371838,中国长城
2019-01-09,sz.000066,5.0000,2.430515,0,4.946,2.4042656,中国长城
2019-01-16,sz.000066,5.0700,2.464543,0,5.008,2.434404,中国长城
2019-01-23,sz.000066,5.2700,2.561763,0,5.224,2.5394024,中国长城
2019-01-30,sz.000066,5.4000,2.624957,0,5.422,2.6356512,中国长城
2019-02-13,sz.000066,5.7800,2.809676,0,5.588000000000001,2.7163440000000003,中国长城
2019-02-20,sz.000066,6.3500,3.086755,0,6.108,2.9691175999999997,中国长城
2019-02-27,sz.000066,7.0400,3.422166,0,6.978,3.3920274,中国长城
2019-03-06,sz.000066,7.6900,3.738133,0,7.294,3.5456360000000005,中国长城
2019-03-13,sz.000066,7.7700,3.777021,0,8.169999999999998,3.9714622,中国长城
2019-03-20,sz.000066,9.6000,4.666590,0,8.394000000000002,4.0803492,中国长城
2019-03-27,sz.000066,9.9200,4.822143,0,10.132,4.925196399999999,中国长城
2019-04-03,sz.000066,10.8000,5.249913,0,10.658000000000001,5.1808868,中国长城
2019-04-11,sz.000066,9.9500,4.836726,0,10.214000000000002,4.965057,中国长城
2019-04-18,sz.000066,9.9700,4.846448,0,9.86,4.7929764,中国长城
2019-04-25,sz.000066,9.0500,4.399233,0,9.52,4.627701399999999,中国长城
2019-05-07,sz.000066,8.2600,3.851119,0,8.532,4.0480225999999995,中国长城
2019-05-14,sz.000066,9.0000,4.196135,0,8.872,4.1364566,中国长城
2019-05-21,sz.000066,10.5200,4.904816,0,9.544,4.449768000000001,中国长城
2019-05-28,sz.000066,10.2600,4.783594,0,10.411999999999999,4.854462,中国长城
2019-06-04,sz.000066,9.2100,4.294045,0,9.692,4.5187714,中国长城
2019-06-12,sz.000066,9.4700,4.415266,0,9.254,4.314559000000001,中国长城
2019-06-19,sz.000066,9.1100,4.247421,0,9.146,4.2642055999999995,中国长城
2019-06-26,sz.000066,9.9100,4.620411,0,9.729999999999999,4.536488,中国长城
2019-07-03,sz.000066,9.8400,4.587774,0,10.16,4.7369702,中国长城
2019-07-10,sz.000066,9.0900,4.238096,0,9.516,4.4367134,中国长城
2019-07-17,sz.000066,9.6900,4.517839,0,9.462,4.411536600000001,中国长城
