date,code,close,pbMRQ,isST,ave_close,ave_pbMRQ,code_name
2018-05-03,sz.000793,8.4000,1.702093,0,8.4,1.7052747999999998,华闻集团
2018-05-10,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-05-17,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-05-24,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-05-31,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-06-07,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-06-14,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-06-22,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-06-29,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-07-06,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-07-13,sz.000793,8.4000,1.702093,0,8.4,1.702093,华闻集团
2018-07-20,sz.000793,4.9600,1.005045,0,6.19,1.2542804,华闻集团
2018-07-27,sz.000793,4.2600,0.863204,0,4.409999999999999,0.8935986,华闻集团
2018-08-03,sz.000793,3.5400,0.717311,0,3.784,0.7667523999999999,华闻集团
2018-08-10,sz.000793,3.5400,0.717311,0,3.482,0.705558,华闻集团
2018-08-17,sz.000793,3.3100,0.671891,0,3.468,0.7039633999999999,华闻集团
2018-08-24,sz.000793,3.3800,0.686100,0,3.3340000000000005,0.6767628,华闻集团
2018-08-31,sz.000793,3.2700,0.663772,0,3.368,0.6836644,华闻集团
2018-09-07,sz.000793,3.8300,0.777445,0,3.5159999999999996,0.7137068000000001,华闻集团
2018-09-14,sz.000793,3.5100,0.712489,0,3.65,0.7409072000000001,华闻集团
2018-09-21,sz.000793,3.6200,0.737251,0,3.5480000000000005,0.7225872000000001,华闻集团
2018-10-08,sz.000793,3.3000,0.672079,0,3.5199999999999996,0.7168846,华闻集团
2018-10-15,sz.000793,2.6900,0.547846,0,2.9899999999999998,0.6089444,华闻集团
2018-10-22,sz.000793,2.8100,0.572286,0,2.712,0.5523271999999999,华闻集团
2018-10-29,sz.000793,2.7100,0.555588,0,2.742,0.5591704,华闻集团
2018-11-05,sz.000793,2.9800,0.610942,0,2.8260000000000005,0.5793695999999999,华闻集团
2018-11-12,sz.000793,3.2900,0.674496,0,3.228,0.661785,华闻集团
2018-11-19,sz.000793,3.7700,0.772903,0,3.596,0.7372302,华闻集团
2018-11-26,sz.000793,3.5600,0.728373,0,3.7159999999999997,0.7615366000000001,华闻集团
2018-12-03,sz.000793,3.5500,0.726327,0,3.5919999999999996,0.7349202,华闻集团
2018-12-10,sz.000793,3.3400,0.683361,0,3.4939999999999998,0.7148694000000001,华闻集团
2018-12-17,sz.000793,3.1900,0.652671,0,3.3,0.675177,华闻集团
2018-12-24,sz.000793,3.1200,0.638349,0,3.1759999999999997,0.6498066,华闻集团
2019-01-02,sz.000793,3.0300,0.619936,0,3.008,0.6154346,华闻集团
2019-01-09,sz.000793,3.2400,0.662901,0,3.156,0.6457148,华闻集团
2019-01-16,sz.000793,3.2900,0.673131,0,3.2520000000000002,0.6653562,华闻集团
2019-01-23,sz.000793,3.1600,0.646533,0,3.2960000000000003,0.6743585999999999,华闻集团
2019-01-30,sz.000793,2.7800,0.568786,0,2.984,0.6105240000000001,华闻集团
2019-02-13,sz.000793,2.9800,0.609706,0,2.8520000000000003,0.5835172000000001,华闻集团
2019-02-20,sz.000793,3.2100,0.656763,0,3.098,0.6338481999999999,华闻集团
2019-02-27,sz.000793,4.0900,0.836811,0,3.566,0.7296006,华闻集团
2019-03-06,sz.000793,4.3100,0.881822,0,4.0,0.8183968,华闻集团
2019-03-13,sz.000793,4.6500,0.951386,0,4.5,0.9206961999999999,华闻集团
2019-03-20,sz.000793,5.0200,1.027088,0,4.506,0.9219238000000001,华闻集团
2019-03-27,sz.000793,4.7600,0.973892,0,5.156000000000001,1.0549136000000001,华闻集团
2019-04-03,sz.000793,4.7600,0.973892,0,4.702,0.9620252,华闻集团
2019-04-11,sz.000793,4.4100,0.902282,0,4.564,0.9337903999999998,华闻集团
2019-04-18,sz.000793,4.3600,0.892052,0,4.412,0.9026911999999999,华闻集团
2019-04-25,sz.000793,4.0300,0.824535,0,4.296,0.8789580000000001,华闻集团
2019-05-07,sz.000793,3.8500,1.604943,0,3.906,1.4605951999999998,华闻集团
2019-05-14,sz.000793,3.7800,1.575763,0,3.7339999999999995,1.5565868000000003,华闻集团
2019-05-21,sz.000793,3.6200,1.509064,0,3.6980000000000004,1.5415794000000003,华闻集团
2019-05-28,sz.000793,3.5300,1.471546,0,3.5380000000000003,1.4748806,华闻集团
2019-06-04,sz.000793,3.2900,1.371497,0,3.4419999999999993,1.4348611999999998,华闻集团
2019-06-12,sz.000793,3.6600,1.525738,0,3.5799999999999996,1.4923888,华闻集团
2019-06-19,sz.000793,3.5000,1.459039,0,3.5140000000000002,1.4648754,华闻集团
2019-06-26,sz.000793,3.4700,1.446533,0,3.55,1.4798828,华闻集团
2019-07-03,sz.000793,3.3900,1.413184,0,3.4219999999999997,1.4265237999999998,华闻集团
2019-07-10,sz.000793,3.2300,1.346485,0,3.2920000000000003,1.3723309999999997,华闻集团
2019-07-17,sz.000793,3.3200,1.384003,0,3.2699999999999996,1.3631598,华闻集团
2019-07-24,sz.000793,3.1900,1.329810,0,3.196,1.3323114,华闻集团
2019-07-31,sz.000793,3.1300,1.304798,0,3.1719999999999997,1.3223065999999999,华闻集团
2019-08-07,sz.000793,2.8800,1.200581,0,3.028,1.2622773999999999,华闻集团
2019-08-14,sz.000793,2.9400,1.201644,0,2.952,1.2114362,华闻集团
2019-08-21,sz.000793,3.1000,1.267039,0,3.0300000000000002,1.2384288,华闻集团
2019-08-28,sz.000793,3.1800,1.299737,0,3.124,1.2768488000000002,华闻集团
2019-09-04,sz.000793,3.1900,1.303824,0,3.19,1.3038242,华闻集团
2019-09-11,sz.000793,3.2900,1.344697,0,3.2600000000000002,1.3324349999999998,华闻集团
2019-09-19,sz.000793,3.1100,1.271127,0,3.1919999999999997,1.3046419999999999,华闻集团
2019-09-26,sz.000793,2.8500,1.164859,0,2.9939999999999998,1.2237149999999999,华闻集团
